Numero_OL,Dia_Ocorrencia,Dia_Abertura,Status,Responsavel,Tipo_Projeto,Produto,Lote,Ensaio,Protocolo/Metodo,Parametro,Nome_Sequencia,Diretorio,Tipo_de_Erro,Ocorrencia,Avaliação,Classificação,Causa_Raiz,Criticidade,Data_atualização,Atualizado_Por,Status_Final
2025_OL_0327,18/06/2025,22/06/2025,Finalizado,Gustavo Henrique Garcia,Transferencia Analítica,Produto_22,BAN91e,N_324,Protocolo_71,Linearidade,SEQ_92,Banco/Solventes Residuais/Sequencias,Mão de Obra,Resultado fora do especificado,Avaliado pelo time de Compliance,Erro de Equipamento,Sobrecarga de Trabalho,Média,22/06/2025,Larissa Melo,Aprovado
2025_OL_0328,18/06/2025,21/06/2025,Finalizado,Arthur Miguel Teixeira,Liberação,Produto_23,BAN814,N_246,Protocolo_30,Linearidade,SEQ_27,Banco/Degradação/Sequencias,Mão de Obra,Erro de cálculo,Avaliado pelo time de Compliance,Erro Humano,Falta de Treinamento Adequado,Alta,29/06/2025,Ágatha Novais,Aprovado
2025_OL_0329,19/06/2025,21/06/2025,Finalizado,Levi Cavalcanti,Sumário de Validação,Produto_16,BAN915,N_254,Protocolo_53,Degradação Forçada,SEQ_11,Banco/Substancias/Sequencias,Mão de Obra,Resultado fora do especificado,Avaliado pelo time de Compliance,Erro de Infraestrutura/Meio Ambiente,Sobrecarga de Trabalho,Baixa,23/06/2025,Alexia Pimenta,Aprovado
2025_OL_0330,19/06/2025,22/06/2025,Finalizado,Sr. João Pedro Duarte,Liberação,Produto_10,BAN7eb,N_282,Protocolo_15,Precisão,SEQ_17,Banco/Degradação/Sequencias,Mão de Obra,Erro de cálculo,Avaliado pelo time de Compliance,Erro Humano,Falta de Treinamento Adequado,Média,29/06/2025,Lucas Silveira,Aprovado
2025_OL_0331,20/06/2025,22/06/2025,Finalizado,Dra. Sarah Nascimento,Estabilidade,Produto_8,BAN835,N_330,Protocolo_6,Degradação Forçada,SEQ_114,Banco/Substancias/Sequencias,Mão de Obra,Erro de cálculo,Avaliado pelo time de Compliance,Erro Humano,Erro Isolado,Média,26/06/2025,Stella Monteiro,Aprovado
2025_OL_0332,20/06/2025,22/06/2025,Finalizado,João Guilherme Nunes,Solventes Residuais,Produto_19,BAN843,N_266,Protocolo_6,Degradação Forçada,SEQ_83,Banco/Substancias/Sequencias,Mão de Obra,Falha no equipamento,Avaliado pelo time de Compliance,Erro Analítico,Erro Isolado,Média,29/06/2025,Mariana da Cunha,Aprovado
2025_OL_0333,20/06/2025,23/06/2025,Finalizado,Ana Cecília Azevedo,Liberação,Produto_13,BAN9c1,N_318,Protocolo_29,Exatidão,SEQ_69,Banco/Substancias/Sequencias,Meio Ambiente,Erro de cálculo,Avaliado pelo time de Compliance,Erro de Equipamento,Procedimento ou Método Inadequado,Média,24/06/2025,Pedro Fogaça,Aprovado
2025_OL_0334,20/06/2025,21/06/2025,Finalizado,Pedro Miguel Cirino,Transferencia Analítica,Produto_14,BAN949,N_219,Protocolo_59,Estabilidade Bancada,SEQ_138,Banco/Substancias/Sequencias,Mão de Obra,Erro de cálculo,Avaliado pelo time de Compliance,Erro Analítico,Falta de Treinamento Adequado,Média,30/06/2025,Kaique da Paz,Aprovado
2025_OL_0335,20/06/2025,24/06/2025,Finalizado,Leonardo Borges,Solventes Residuais,Produto_16,BAN924,N_233,Protocolo_29,Robustez,SEQ_105,Banco/Solventes Residuais/Sequencias,Mão de Obra,Erro de cálculo,Avaliado pelo time de Compliance,Erro Analítico,Erro Isolado,Média,26/06/2025,Sophie Viana,Aprovado
2025_OL_0336,22/06/2025,22/06/2025,Finalizado,Sr. Lucas Marques,Solventes Residuais,Produto_2,BAN95d,N_279,Protocolo_83,Linearidade,SEQ_71,Banco/Substancias/Sequencias,Mão de Obra,Erro de cálculo,Avaliado pelo time de Compliance,Erro de Equipamento,Erro Isolado,Média,23/06/2025,Brayan Souza,Aprovado
2025_OL_0337,22/06/2025,24/06/2025,Finalizado,Dra. Daniela Santos,Estabilidade,Produto_23,BAN968,N_200,Protocolo_37,Precisão,SEQ_34,Banco/Degradação/Sequencias,Material,Erro de cálculo,Avaliado pelo time de Compliance,Erro de Infraestrutura/Meio Ambiente,Falta de Revisão ou Checagem,Alta,30/06/2025,Catarina Monteiro,Aprovado
2025_OL_0338,22/06/2025,23/06/2025,Finalizado,Erick Moura,Liberação,Produto_2,BAN861,N_289,Protocolo_91,Exatidão,SEQ_75,Banco/Solventes Residuais/Sequencias,Meio Ambiente,Resultado fora do especificado,Avaliado pelo time de Compliance,Erro Analítico,Procedimento ou Método Inadequado,Média,26/06/2025,Milena Nascimento,Reprovado
2025_OL_0339,22/06/2025,24/06/2025,Finalizado,Ísis Aparecida,Sumário de Validação,Produto_11,BAN8cd,N_262,Protocolo_88,Linearidade,SEQ_90,Banco/Substancias/Sequencias,Mão de Obra,Falha no equipamento,Avaliado pelo time de Compliance,Erro de Equipamento,Erro Isolado,Alta,25/06/2025,Maria Laura Cavalcante,Aprovado
2025_OL_0340,23/06/2025,26/06/2025,Finalizado,Lara da Cruz,Solicitação de Analise,Produto_6,BAN8c3,N_333,Protocolo_89,Degradação Forçada,SEQ_111,Banco/Degradação/Sequencias,Material,Resultado fora do especificado,Avaliado pelo time de Compliance,Erro de Preparo de Solução,Falta de Treinamento Adequado,Média,03/07/2025,Srta. Maria Helena Cavalcanti,Aprovado
2025_OL_0341,24/06/2025,27/06/2025,Finalizado,Alexandre Montenegro,Validação Anlítica,Produto_20,BAN981,N_232,Protocolo_18,Linearidade,SEQ_102,Banco/Solventes Residuais/Sequencias,Mão de Obra,Erro de cálculo,Avaliado pelo time de Compliance,Erro de Sistema ou Software,Sobrecarga de Trabalho,Média,07/07/2025,Fernanda Ferreira,Aprovado
2025_OL_0342,24/06/2025,25/06/2025,Finalizado,Maria Luiza Rocha,Estabilidade,Produto_23,BAN8d9,N_315,Protocolo_46,Linearidade,SEQ_18,Banco/Substancias/Sequencias,Mão de Obra,Falha no equipamento,Avaliado pelo time de Compliance,Erro de Sistema ou Software,Falta de Revisão ou Checagem,Média,01/07/2025,Lara Câmara,Aprovado
2025_OL_0343,24/06/2025,24/06/2025,Finalizado,Enzo Araújo,Outros,Produto_23,BAN8e5,N_259,Protocolo_93,Degradação Forçada,SEQ_39,Banco/Solventes Residuais/Sequencias,Metodologia,Resultado fora do especificado,Avaliado pelo time de Compliance,Erro de Sistema ou Software,Sobrecarga de Trabalho,Alta,30/06/2025,Henry Nogueira,Aprovado
2025_OL_0344,26/06/2025,30/06/2025,Finalizado,Davi Lucca Pires,Estabilidade,Produto_19,BAN8b3,N_214,Protocolo_21,Robustez,SEQ_12,Banco/Degradação/Sequencias,Meio Ambiente,Resultado fora do especificado,Avaliado pelo time de Compliance,Erro de Sistema ou Software,Procedimento ou Método Inadequado,Baixa,02/07/2025,Dra. Evelyn Pacheco,Reprovado
2025_OL_0345,26/06/2025,30/06/2025,Finalizado,Alice Sá,Estabilidade,Produto_14,BAN922,N_325,Protocolo_5,Estabilidade Bancada,SEQ_19,Banco/Degradação/Sequencias,Mão de Obra,Falha no equipamento,Avaliado pelo time de Compliance,Erro Humano,Falta de Treinamento Adequado,Média,04/07/2025,André da Costa,Aprovado
2025_OL_0346,27/06/2025,01/07/2025,Finalizado,João Melo,Liberação,Produto_6,BAN858,N_270,Protocolo_85,Linearidade,SEQ_52,Banco/Substancias/Sequencias,Material,Erro de cálculo,Avaliado pelo time de Compliance,Erro de Material/Amostra,Sobrecarga de Trabalho,Média,11/07/2025,Luana Oliveira,Aprovado
2025_OL_0347,27/06/2025,28/06/2025,Finalizado,Ana Liz Lima,Solventes Residuais,Produto_15,BAN805,N_212,Protocolo_2,Linearidade,SEQ_76,Banco/Substancias/Sequencias,Material,Falha no equipamento,Avaliado pelo time de Compliance,Erro de Documentação,Falta de Treinamento Adequado,Média,08/07/2025,Natália Caldeira,Aprovado
2025_OL_0348,27/06/2025,27/06/2025,Finalizado,Dra. Aurora Oliveira,Sumário de Validação,Produto_5,BAN866,N_269,Protocolo_11,Linearidade,SEQ_142,Banco/Degradação/Sequencias,Mão de Obra,Erro de cálculo,Avaliado pelo time de Compliance,Erro de Infraestrutura/Meio Ambiente,Procedimento ou Método Inadequado,Média,29/06/2025,Zoe da Cunha,Aprovado
2025_OL_0349,28/06/2025,01/07/2025,Finalizado,Dante Costela,Estabilidade,Produto_17,BAN99f,N_285,Protocolo_46,Linearidade,SEQ_86,Banco/Substancias/Sequencias,Mão de Obra,Falha no equipamento,Avaliado pelo time de Compliance,Erro de Equipamento,Falta de Treinamento Adequado,Média,06/07/2025,Rodrigo Viana,Reprovado
2025_OL_0350,28/06/2025,02/07/2025,Finalizado,Carlos Eduardo Vasconcelos,Transferencia Analítica,Produto_4,BAN8c1,N_341,Protocolo_25,Linearidade,SEQ_38,Banco/Teor/Sequencias,Mão de Obra,Resultado fora do especificado,Avaliado pelo time de Compliance,Erro Humano,Procedimento ou Método Inadequado,Alta,10/07/2025,Sr. Paulo Pereira,Aprovado
2025_OL_0351,29/06/2025,02/07/2025,Finalizado,Caleb Lopes,Liberação,Produto_4,BAN890,N_317,Protocolo_32,Degradação Forçada,SEQ_104,Banco/Substancias/Sequencias,Material,Falha no equipamento,Avaliado pelo time de Compliance,Erro Analítico,Falta de Treinamento Adequado,Média,11/07/2025,Eloah Cassiano,Aprovado
2025_OL_0352,29/06/2025,01/07/2025,Finalizado,Isadora Pinto,Solicitação de Analise,Produto_10,BAN84c,N_286,Protocolo_37,Exatidão,SEQ_62,Banco/Substancias/Sequencias,Mão de Obra,Falha no equipamento,Avaliado pelo time de Compliance,Erro Humano,Procedimento ou Método Inadequado,Baixa,11/07/2025,Dra. Clara Porto,Aprovado
2025_OL_0353,29/06/2025,30/06/2025,Finalizado,Ana Liz Cavalcante,Sumário de Validação,Produto_15,BAN8dc,N_327,Protocolo_25,Degradação Forçada,SEQ_3,Banco/Substancias/Sequencias,Mão de Obra,Resultado fora do especificado,Avaliado pelo time de Compliance,Erro de Equipamento,Falta de Treinamento Adequado,Média,10/07/2025,Laura Moura,Aprovado
2025_OL_0354,30/06/2025,02/07/2025,Finalizado,Caio da Cunha,Solventes Residuais,Produto_20,BAN9a5,N_347,Protocolo_96,Exatidão,SEQ_43,Banco/Degradação/Sequencias,Mão de Obra,Erro de cálculo,Avaliado pelo time de Compliance,Erro de Sistema ou Software,Falta de Treinamento Adequado,Média,09/07/2025,Davi Nogueira,Aprovado
2025_OL_0355,30/06/2025,30/06/2025,Finalizado,Arthur Ramos,Solventes Residuais,Produto_15,BAN91b,N_328,Protocolo_30,Degradação Forçada,SEQ_65,Banco/Degradação/Sequencias,Mão de Obra,Resultado fora do especificado,Avaliado pelo time de Compliance,Erro Humano,Falta de Treinamento Adequado,Média,04/07/2025,Nina Freitas,Aprovado
2025_OL_0356,01/07/2025,02/07/2025,Finalizado,Lara da Mata,Solventes Residuais,Produto_2,BAN84e,N_301,Protocolo_88,Linearidade,SEQ_104,Banco/Estabilidade/Sequencias,Mão de Obra,Falha no equipamento,Avaliado pelo time de Compliance,Erro de Equipamento,Falta de Treinamento Adequado,Média,12/07/2025,Arthur Miguel Nunes,Aprovado
2025_OL_0357,01/07/2025,04/07/2025,Finalizado,Maria Liz Gonçalves,Solventes Residuais,Produto_23,BAN8c2,N_346,Protocolo_66,Precisão,SEQ_82,Banco/Substancias/Sequencias,Mão de Obra,Resultado fora do especificado,Avaliado pelo time de Compliance,Erro de Sistema ou Software,Falta de Revisão ou Checagem,Média,08/07/2025,Davi Miguel Campos,Reprovado
2025_OL_0358,02/07/2025,02/07/2025,Finalizado,Henry da Luz,Estabilidade,Produto_2,BAN86b,N_343,Protocolo_50,Degradação Forçada,SEQ_144,Banco/Teor/Sequencias,Mão de Obra,Falha no equipamento,Avaliado pelo time de Compliance,Erro Analítico,Erro Isolado,Média,02/07/2025,Hadassa Cassiano,Aprovado
2025_OL_0359,03/07/2025,06/07/2025,Finalizado,Daniel Santos,Estabilidade,Produto_9,BAN868,N_292,Protocolo_53,Linearidade,SEQ_122,Banco/Substancias/Sequencias,Meio Ambiente,Erro de cálculo,Avaliado pelo time de Compliance,Erro Humano,Procedimento ou Método Inadequado,Média,06/07/2025,Sr. Ravi Sampaio,Aprovado
2025_OL_0360,03/07/2025,06/07/2025,Finalizado,Ágatha Costa,Liberação,Produto_23,BAN993,N_208,Protocolo_12,Precisão,SEQ_50,Banco/Substancias/Sequencias,Mão de Obra,Erro de cálculo,Avaliado pelo time de Compliance,Erro Humano,Falta de Treinamento Adequado,Média,09/07/2025,Sr. Rhavi Mendes,Aprovado
2025_OL_0361,03/07/2025,03/07/2025,Finalizado,Caleb Pacheco,Fotoestabilidade,Produto_9,BAN958,N_207,Protocolo_70,Linearidade,SEQ_45,Banco/Substancias/Sequencias,Material,Erro de cálculo,Avaliado pelo time de Compliance,Erro de Sistema ou Software,Falta de Treinamento Adequado,Média,12/07/2025,Sr. Davi Lucas Moura,Aprovado
2025_OL_0362,03/07/2025,03/07/2025,Finalizado,Sr. Caio Vargas,Liberação,Produto_5,BAN8f4,N_307,Protocolo_38,Degradação Forçada,SEQ_48,Banco/Substancias/Sequencias,Mão de Obra,Erro de cálculo,Avaliado pelo time de Compliance,Erro Humano,Falta de Treinamento Adequado,Média,08/07/2025,Milena Siqueira,Aprovado
2025_OL_0363,05/07/2025,05/07/2025,Finalizado,Pedro Henrique Pinto,Sumário de Validação,Produto_22,BAN9a9,N_228,Protocolo_20,Linearidade,SEQ_53,Banco/Solventes Residuais/Sequencias,Mão de Obra,Falha no equipamento,Avaliado pelo time de Compliance,Erro Analítico,Sobrecarga de Trabalho,Média,15/07/2025,Maria Luiza Nascimento,Aprovado
2025_OL_0364,06/07/2025,07/07/2025,Finalizado,Olívia Rodrigues,Estabilidade,Produto_15,BAN92b,N_273,Protocolo_17,Precisão,SEQ_129,Banco/Substancias/Sequencias,Mão de Obra,Falha no equipamento,Avaliado pelo time de Compliance,Erro Humano,Falta de Treinamento Adequado,Média,12/07/2025,Pedro Lucas Pimenta,Aprovado
2025_OL_0365,06/07/2025,09/07/2025,Finalizado,Cauã Andrade,Sumário de Validação,Produto_17,BAN834,N_323,Protocolo_21,Exatidão,SEQ_25,Banco/Estabilidade/Sequencias,Mão de Obra,Falha no equipamento,Avaliado pelo time de Compliance,Erro de Material/Amostra,Procedimento ou Método Inadequado,Média,10/07/2025,Ágatha Machado,Reprovado
2025_OL_0366,06/07/2025,07/07/2025,Finalizado,Pedro Lucas Correia,Solventes Residuais,Produto_18,BAN898,N_330,Protocolo_19,Precisão,SEQ_51,Banco/Substancias/Sequencias,Mão de Obra,Erro de cálculo,Avaliado pelo time de Compliance,Erro Humano,Sobrecarga de Trabalho,Média,17/07/2025,Sr. Pedro da Rocha,Reprovado
2025_OL_0367,06/07/2025,06/07/2025,Finalizado,João Miguel Costa,Sumário de Validação,Produto_20,BAN7e9,N_235,Protocolo_71,Robustez,SEQ_45,Banco/Degradação/Sequencias,Mão de Obra,Falha no equipamento,Avaliado pelo time de Compliance,Erro de Sistema ou Software,Sobrecarga de Trabalho,Média,10/07/2025,Murilo da Luz,Aprovado
2025_OL_0368,06/07/2025,10/07/2025,Finalizado,Ana Júlia Mendes,Estabilidade,Produto_2,BAN961,N_240,Protocolo_36,Robustez,SEQ_106,Banco/Degradação/Sequencias,Material,Erro de cálculo,Avaliado pelo time de Compliance,Erro de Infraestrutura/Meio Ambiente,Falta de Treinamento Adequado,Média,12/07/2025,Maitê Cavalcanti,Aprovado
2025_OL_0369,07/07/2025,09/07/2025,Finalizado,Maria Eduarda Câmara,Liberação,Produto_5,BAN816,N_228,Protocolo_59,Linearidade,SEQ_4,Banco/Solventes Residuais/Sequencias,Meio Ambiente,Falha no equipamento,Avaliado pelo time de Compliance,Erro de Sistema ou Software,Falta de Revisão ou Checagem,Média,15/07/2025,Ana Laura Viana,Aprovado
2025_OL_0370,09/07/2025,13/07/2025,Finalizado,Arthur Gabriel Silveira,Outros,Produto_2,BAN81e,N_320,Protocolo_48,Linearidade,SEQ_115,Banco/Degradação/Sequencias,Máquina,Erro de cálculo,Avaliado pelo time de Compliance,Erro de Equipamento,Sobrecarga de Trabalho,Média,15/07/2025,Stella Sales,Aprovado
2025_OL_0371,10/07/2025,11/07/2025,Finalizado,Caleb da Mota,Transferencia Analítica,Produto_21,BAN7f3,N_246,Protocolo_8,Robustez,SEQ_3,Banco/Substancias/Sequencias,Mão de Obra,Resultado fora do especificado,Avaliado pelo time de Compliance,Erro de Sistema ou Software,Erro Isolado,Média,19/07/2025,Thiago Moura,Reprovado
2025_OL_0372,11/07/2025,14/07/2025,Finalizado,Maitê Moura,Estabilidade,Produto_2,BAN7e1,N_206,Protocolo_41,Exatidão,SEQ_26,Banco/Estabilidade/Sequencias,Mão de Obra,Falha no equipamento,Avaliado pelo time de Compliance,Erro de Equipamento,Sobrecarga de Trabalho,Média,21/07/2025,Srta. Gabriela Azevedo,Aprovado
2025_OL_0373,12/07/2025,14/07/2025,Finalizado,Bento Duarte,Solicitação de Analise,Produto_21,BAN981,N_312,Protocolo_36,Exatidão,SEQ_78,Banco/Substancias/Sequencias,Mão de Obra,Falha no equipamento,Avaliado pelo time de Compliance,Erro Analítico,Sobrecarga de Trabalho,Média,14/07/2025,Murilo Vasconcelos,Aprovado
2025_OL_0374,12/07/2025,14/07/2025,Finalizado,Paulo Pastor,Solventes Residuais,Produto_5,BAN878,N_318,Protocolo_44,Exatidão,SEQ_109,Banco/Substancias/Sequencias,Máquina,Erro de cálculo,Avaliado pelo time de Compliance,Erro de Preparo de Solução,Falta de Treinamento Adequado,Média,14/07/2025,Benjamin Aragão,Aprovado
2025_OL_0375,13/07/2025,16/07/2025,Finalizado,Dra. Ana Laura Oliveira,Validação Anlítica,Produto_5,BAN913,N_233,Protocolo_64,Linearidade,SEQ_43,Banco/Solventes Residuais/Sequencias,Material,Falha no equipamento,Avaliado pelo time de Compliance,Erro Analítico,Outros,Média,21/07/2025,Luiz Henrique das Neves,Aprovado
2025_OL_0376,13/07/2025,16/07/2025,Finalizado,Maria Vieira,Estabilidade,Produto_21,BAN7dc,N_239,Protocolo_20,Estabilidade Bancada,SEQ_24,Banco/Teor/Sequencias,Mão de Obra,Erro de cálculo,Avaliado pelo time de Compliance,Erro de Documentação,Outros,Média,25/07/2025,Pedro Guerra,Aprovado
2025_OL_0377,14/07/2025,17/07/2025,Finalizado,Dr. Emanuel da Rosa,Sumário de Validação,Produto_10,BAN7d0,N_342,Protocolo_95,Degradação Forçada,SEQ_122,Banco/Substancias/Sequencias,Mão de Obra,Falha no equipamento,Avaliado pelo time de Compliance,Erro de Sistema ou Software,Sobrecarga de Trabalho,Média,20/07/2025,Raul Souza,Aprovado
2025_OL_0378,14/07/2025,18/07/2025,Finalizado,Sra. Ana Laura Viana,Estabilidade,Produto_11,BAN88f,N_292,Protocolo_98,Linearidade,SEQ_72,Banco/Substancias/Sequencias,Mão de Obra,Resultado fora do especificado,Avaliado pelo time de Compliance,Erro Analítico,Falta de Revisão ou Checagem,Média,19/07/2025,Jade Pastor,Aprovado
2025_OL_0379,14/07/2025,17/07/2025,Finalizado,Emilly Rocha,Solventes Residuais,Produto_6,BAN83a,N_290,Protocolo_97,Exatidão,SEQ_12,Banco/Degradação/Sequencias,Máquina,Resultado fora do especificado,Avaliado pelo time de Compliance,Erro Analítico,Falta de Treinamento Adequado,Média,20/07/2025,Isabella Fernandes,Aprovado
2025_OL_0380,14/07/2025,18/07/2025,Finalizado,Thomas Azevedo,Sumário de Validação,Produto_1,BAN973,N_227,Protocolo_8,Precisão,SEQ_1,Banco/Degradação/Sequencias,Metodologia,Resultado fora do especificado,Avaliado pelo time de Compliance,Erro Analítico,Falta de Treinamento Adequado,Média,22/07/2025,Calebe Marques,Aprovado
2025_OL_0381,15/07/2025,19/07/2025,Finalizado,Bryan Martins,Outros,Produto_5,BAN954,N_246,Protocolo_2,Robustez,SEQ_84,Banco/Degradação/Sequencias,Material,Erro de cálculo,Avaliado pelo time de Compliance,Erro Humano,Sobrecarga de Trabalho,Média,23/07/2025,Raquel Caldeira,Aprovado
2025_OL_0382,16/07/2025,16/07/2025,Finalizado,Pedro Miguel Nunes,Estabilidade,Produto_11,BAN8bd,N_222,Protocolo_39,Robustez,SEQ_114,Banco/Estabilidade/Sequencias,Mão de Obra,Resultado fora do especificado,Avaliado pelo time de Compliance,Erro Analítico,Falta de Revisão ou Checagem,Média,18/07/2025,Sophie da Paz,Aprovado
2025_OL_0383,16/07/2025,20/07/2025,Finalizado,Sra. Maria da Mota,Estabilidade,Produto_3,BAN892,N_250,Protocolo_35,Exatidão,SEQ_142,Banco/Solventes Residuais/Sequencias,Mão de Obra,Resultado fora do especificado,Avaliado pelo time de Compliance,Erro Analítico,Falta de Revisão ou Checagem,Média,28/07/2025,Sra. Bárbara Moreira,Aprovado
2025_OL_0384,17/07/2025,19/07/2025,Finalizado,Otávio Gonçalves,Estabilidade,Produto_9,BAN7fc,N_216,Protocolo_62,Exatidão,SEQ_137,Banco/Solventes Residuais/Sequencias,Mão de Obra,Erro de cálculo,Avaliado pelo time de Compliance,Erro de Equipamento,Sobrecarga de Trabalho,Média,24/07/2025,Matheus Rezende,Aprovado
2025_OL_0385,17/07/2025,17/07/2025,Finalizado,Mathias Dias,Sumário de Validação,Produto_12,BAN99f,N_230,Protocolo_40,Linearidade,SEQ_29,Banco/Solventes Residuais/Sequencias,Mão de Obra,Falha no equipamento,Avaliado pelo time de Compliance,Erro de Infraestrutura/Meio Ambiente,Falta de Treinamento Adequado,Média,24/07/2025,Dra. Sophia Brito,Aprovado
2025_OL_0386,18/07/2025,22/07/2025,Finalizado,Lavínia Silveira,Estabilidade,Produto_12,BAN9ba,N_243,Protocolo_36,Linearidade,SEQ_97,Banco/Substancias/Sequencias,Meio Ambiente,Erro de cálculo,Avaliado pelo time de Compliance,Erro de Equipamento,Procedimento ou Método Inadequado,Média,23/07/2025,Ana Laura Moura,Aprovado
2025_OL_0387,18/07/2025,22/07/2025,Finalizado,Isabelly da Luz,Liberação,Produto_13,BAN8b1,N_251,Protocolo_35,Linearidade,SEQ_7,Banco/Solventes Residuais/Sequencias,Mão de Obra,Resultado fora do especificado,Avaliado pelo time de Compliance,Erro de Sistema ou Software,Sobrecarga de Trabalho,Média,24/07/2025,Dr. Kevin Novais,Aprovado
2025_OL_0388,18/07/2025,20/07/2025,Finalizado,Vitor Gabriel Monteiro,Sumário de Validação,Produto_19,BAN7e6,N_203,Protocolo_35,Linearidade,SEQ_124,Banco/Solventes Residuais/Sequencias,Máquina,Erro de cálculo,Avaliado pelo time de Compliance,Erro Humano,Falta de Treinamento Adequado,Média,25/07/2025,Benjamin da Cruz,Aprovado
2025_OL_0389,19/07/2025,21/07/2025,Finalizado,Heloísa Cassiano,Liberação,Produto_2,BAN8ad,N_346,Protocolo_6,Linearidade,SEQ_17,Banco/Substancias/Sequencias,Mão de Obra,Erro de cálculo,Avaliado pelo time de Compliance,Erro Analítico,Sobrecarga de Trabalho,Média,29/07/2025,Nicole Vargas,Aprovado
2025_OL_0390,20/07/2025,20/07/2025,Finalizado,Daniela Novais,Estabilidade,Produto_4,BAN811,N_295,Protocolo_12,Degradação Forçada,SEQ_118,Banco/Substancias/Sequencias,Mão de Obra,Falha no equipamento,Avaliado pelo time de Compliance,Erro de Preparo de Solução,Sobrecarga de Trabalho,Média,22/07/2025,Maria Eduarda Silveira,Reprovado
2025_OL_0391,20/07/2025,21/07/2025,Finalizado,Matheus Oliveira,Liberação,Produto_4,BAN7db,N_227,Protocolo_33,Linearidade,SEQ_97,Banco/Degradação/Sequencias,Mão de Obra,Resultado fora do especificado,Avaliado pelo time de Compliance,Erro Analítico,Sobrecarga de Trabalho,Média,31/07/2025,Davi Lucas Cunha,Aprovado
2025_OL_0392,21/07/2025,24/07/2025,Finalizado,Francisco Ramos,Liberação,Produto_2,BAN929,N_328,Protocolo_69,Degradação Forçada,SEQ_63,Banco/Degradação/Sequencias,Mão de Obra,Erro de cálculo,Avaliado pelo time de Compliance,Erro Analítico,Falta de Treinamento Adequado,Média,27/07/2025,Luan Castro,Aprovado
2025_OL_0393,21/07/2025,23/07/2025,Finalizado,Ana Carolina Camargo,Sumário de Validação,Produto_13,BAN805,N_271,Protocolo_58,Linearidade,SEQ_6,Banco/Degradação/Sequencias,Mão de Obra,Erro de cálculo,Avaliado pelo time de Compliance,Erro Analítico,Procedimento ou Método Inadequado,Média,02/08/2025,Rael Lima,Aprovado
2025_OL_0394,21/07/2025,25/07/2025,Finalizado,Sr. Emanuel Mendonça,Transferencia Analítica,Produto_8,BAN8a0,N_200,Protocolo_75,Linearidade,SEQ_87,Banco/Substancias/Sequencias,Mão de Obra,Resultado fora do especificado,Avaliado pelo time de Compliance,Erro de Sistema ou Software,Falta de Treinamento Adequado,Alta,30/07/2025,Clara Abreu,Aprovado
2025_OL_0395,22/07/2025,24/07/2025,Finalizado,Ana Cecília Cardoso,Liberação,Produto_12,BAN7ec,N_328,Protocolo_43,Exatidão,SEQ_2,Banco/Estabilidade/Sequencias,Mão de Obra,Erro de cálculo,Avaliado pelo time de Compliance,Erro de Equipamento,Falta de Treinamento Adequado,Média,31/07/2025,Luana Cavalcante,Aprovado
2025_OL_0396,23/07/2025,25/07/2025,Finalizado,Cauã Cavalcante,Outros,Produto_12,BAN947,N_206,Protocolo_67,Robustez,SEQ_117,Banco/Estabilidade/Sequencias,Mão de Obra,Erro de cálculo,Avaliado pelo time de Compliance,Erro Analítico,Procedimento ou Método Inadequado,Média,04/08/2025,Stella Gonçalves,Aprovado
2025_OL_0397,23/07/2025,25/07/2025,Finalizado,Srta. Maria Flor Cunha,Sumário de Validação,Produto_23,BAN7f2,N_296,Protocolo_3,Linearidade,SEQ_61,Banco/Degradação/Sequencias,Mão de Obra,Erro de cálculo,Avaliado pelo time de Compliance,Erro de Material/Amostra,Erro Isolado,Média,25/07/2025,Carolina Albuquerque,Aprovado
2025_OL_0398,24/07/2025,26/07/2025,Finalizado,Levi Cassiano,Estabilidade,Produto_24,BAN91b,N_348,Protocolo_83,Linearidade,SEQ_147,Banco/Substancias/Sequencias,Mão de Obra,Resultado fora do especificado,Avaliado pelo time de Compliance,Erro de Sistema ou Software,Erro Isolado,Média,27/07/2025,Eloah Farias,Aprovado
2025_OL_0399,25/07/2025,25/07/2025,Finalizado,Dra. Alana Camargo,Estabilidade,Produto_5,BAN940,N_228,Protocolo_4,Robustez,SEQ_95,Banco/Solventes Residuais/Sequencias,Meio Ambiente,Erro de cálculo,Avaliado pelo time de Compliance,Erro de Sistema ou Software,Falta de Treinamento Adequado,Média,25/07/2025,Maria Flor da Mata,Aprovado
2025_OL_0400,25/07/2025,26/07/2025,Finalizado,Júlia Aragão,Solventes Residuais,Produto_2,BAN904,N_305,Protocolo_52,Linearidade,SEQ_48,Banco/Degradação/Sequencias,Metodologia,Falha no equipamento,Avaliado pelo time de Compliance,Erro de Sistema ou Software,Sobrecarga de Trabalho,Média,29/07/2025,Dra. Ana Liz Cirino,Aprovado
2025_OL_0401,25/07/2025,29/07/2025,Finalizado,Arthur Miguel Rezende,Transferencia Analítica,Produto_24,BAN8a2,N_318,Protocolo_22,Exatidão,SEQ_97,Banco/Substancias/Sequencias,Material,Erro de cálculo,Avaliado pelo time de Compliance,Erro Analítico,Falta de Treinamento Adequado,Alta,07/08/2025,Mariana Borges,Aprovado
